,Unnamed: 0,MANUFACTURER,DATE,PRICE,MAT ~ 12/2025,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,MAT ~ 12/2024,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,MAT ~ 12/2023,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,MAT ~ 12/2022,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,MAT ~ 12/2021,Unnamed: 29,Unnamed: 30,Unnamed: 31,2025-12-01 00:00:00,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,2025-11-02 00:00:00,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,2025-10-02 00:00:00,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,2025-09-02 00:00:00,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,2025-08-02 00:00:00,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,2025-07-02 00:00:00,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,2025-06-02 00:00:00,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,2025-05-04 00:00:00,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,2025-04-05 00:00:00,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,2025-03-07 00:00:00,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,2025-02-06 00:00:00,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,2025-01-08 00:00:00,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,2024-12-10 00:00:00,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,2024-11-11 00:00:00,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,2024-10-13 00:00:00,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,2024-09-14 00:00:00,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,2024-08-16 00:00:00,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,2024-07-18 00:00:00,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,2024-06-19 00:00:00,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,2024-05-21 00:00:00,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,2024-04-22 00:00:00,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,2024-03-24 00:00:00,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,2024-02-24 00:00:00,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,2024-01-26 00:00:00,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175
29,ZOLBI CAPS ENTER 40MG 14,,2010-01-01 00:00:00,405.49,84487108,100,45.43,227220,100,1.67,58096121,100,5.59,223481,100,5.59,55018974,100,1.68,211644,100,1.68,54111455,100,-16.61,208153,100,-16.61,64890434,100,249617,100,7225832,100,93.58,17820,100,24.1,7634160,100,43.62,18827,100,-7.93,8523805,100,74.28,21021,100,11.73,8393643,100,62.35,20700,100,4.08,7532788,100,38.74,18577,100,-11.06,7352750,100,47.09,18133,100,-5.7,7845015,100,57.13,19347,100,0.74,8435408,100,52.71,20803,100,-2.1,7881509,100,63.66,19437,100,4.92,4664202,100,1.95,17942,100,1.95,4486130,100,5.99,17257,100,5.99,4511866,100,2.11,17356,100,2.11,3732766,100,1.14,14359,100,1.14,5315662,100,-14.35,20448,100,-14.35,4890887,100,15.39,18814,100,15.39,5170084,100,10.23,19888,100,10.23,5429525,100,-4.34,20886,100,-4.34,4998771,100,-0.34,19229,100,-0.34,4992532,100,16.33,19205,100,16.33,5523890,100,19.56,21249,100,19.56,4815759,100,28.55,18525,100,28.55,4575036,100,-1.89,17599,100,-1.89,4232669,100,5.76,16282,100,5.76,4418540,100,5.75,16997,100,5.75
30,MARK               AX-,AXIS PHARMACEUTICA,2010-12-01 00:00:00,,82199360,0.9,16.79,459027,2.27,-5.76,70382629,0.86,19.02,487077,2.61,19.02,59136628,0.9,38.17,409250,2.49,38.17,42801338,0.79,-15.13,296203,1.75,-15.13,50430070,1.05,348997,2.15,8268197,1.06,21.84,43551,2.6,-7.27,9616641,1.24,80.1,50625,2.99,37,6429375,0.84,17.53,34487,2.04,-8.9,7290965,0.89,22.46,40648,2.24,-1.34,5483745,0.7,-16.98,29803,1.71,-34.8,6443208,0.79,32.1,35955,1.99,6.52,5394827,0.74,4.76,29960,1.81,-15.93,7292732,0.97,32.77,38321,2.31,0.82,6241355,0.84,36.81,33858,2.09,7.24,7584185,0.96,-0.64,41828,2.43,-20.82,5677784,0.81,-27.69,35172,2.26,-35.27,6476346,0.92,38.97,44819,2.89,38.97,6786298,1.02,5.84,46964,3.13,5.84,5339564,0.82,35.88,36952,2.46,35.88,5470481,0.73,39.41,37858,2.3,39.41,5953545,0.8,85.95,41201,2.53,85.95,6605384,0.92,18.49,45712,2.74,18.49,4877598,0.72,-5.63,33755,2.12,-5.63,5149836,0.83,2.81,35639,2.43,2.81,5492590,0.79,19.21,38011,2.39,19.21,4562010,0.7,-28.32,31571,2.04,-28.32,7633357,1.14,50.98,52826,3.4,50.98,7851552,1.22,15.89,54336,3.64,15.89,4660414,0.71,49.63,32252,2.17,49.63
31,MARK CAPS ENTER 40MG 10,,2023-02-01 00:00:00,199.75,57375991,69.8,999,287239,62.58,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140663,86.36,999,35748,82.08,999,8320187,86.52,999,41653,82.28,999,5227857,81.31,999,26172,75.89,999,5124187,70.28,999,25653,63.11,999,4256073,77.61,999,21307,71.49,999,4510954,70.01,999,22583,62.81,999,3852578,71.41,999,19287,64.38,999,6346257,87.02,999,31771,82.91,999,4876697,78.14,999,24414,72.11,999,5567832,73.41,999,27874,66.64,999,2152706,37.91,999,10777,30.64,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MARK CAPS ENTER 40MG 14,,2012-05-01 00:00:00,144.5,24823369,30.2,-64.73,171788,37.42,-64.73,70382629,100,19.02,487077,100,19.02,59136628,100,38.17,409250,100,38.17,42801338,100,-15.13,296203,100,-15.13,50430070,100,348997,100,1127534,13.64,-83.39,7803,17.92,-83.39,1296454,13.48,-75.72,8972,17.72,-75.72,1201518,18.69,-78.04,8315,24.11,-78.04,2166778,29.72,-63.61,14995,36.89,-63.61,1227672,22.39,-81.41,8496,28.51,-81.41,1932254,29.99,-60.39,13372,37.19,-60.39,1542249,28.59,-70.05,10673,35.62,-70.05,946475,12.98,-82.77,6550,17.09,-82.77,1364658,21.86,-70.09,9444,27.89,-70.09,2016353,26.59,-73.58,13954,33.36,-73.58,3525078,62.09,-55.1,24395,69.36,-55.1,6476346,100,38.97,44819,100,38.97,6786298,100,5.84,46964,100,5.84,5339564,100,35.88,36952,100,35.88,5470481,100,39.41,37858,100,39.41,5953545,100,85.95,41201,100,85.95,6605384,100,18.49,45712,100,18.49,4877598,100,-5.63,33755,100,-5.63,5149836,100,2.81,35639,100,2.81,5492590,100,19.21,38011,100,19.21,4562010,100,-28.32,31571,100,-28.32,7633357,100,50.98,52826,100,50.98,7851552,100,15.89,54336,100,15.89,4660414,100,49.63,32252,100,49.63
33,PRISMA             RPH,RASCO PHARMA,2009-01-01 00:00:00,,60216587,0.66,61.18,200288,0.99,61.18,37359372,0.46,11.47,124262,0.67,11.47,33513755,0.51,51.04,111471,0.68,51.04,22187969,0.41,106.69,73800,0.44,106.69,10735009,0.22,35706,0.22,5110749,0.66,112.94,16999,1.02,112.94,5826597,0.75,65.78,19380,1.15,65.78,5448981,0.71,-3.07,18124,1.07,-3.07,4696153,0.57,79.13,15620,0.86,79.13,4740950,0.6,24.44,15769,0.9,24.44,5278813,0.64,121.22,17558,0.97,121.22,3840503,0.53,-10.53,12774,0.77,-10.53,6060202,0.81,266.82,20157,1.22,266.82,2553120,0.34,73.06,8492,0.52,73.06,7719489,0.98,185.38,25676,1.49,185.38,3674845,0.53,-8.56,12223,0.78,-8.56,5266185,0.75,84.01,17516,1.13,84.01,2400089,0.36,38.33,7983,0.53,38.33,3514599,0.54,71.68,11690,0.78,71.68,5621554,0.75,95.3,18698,1.13,95.3,2621668,0.35,-37.94,8720,0.54,-37.94,3809837,0.53,-23.71,12672,0.76,-23.71,2386259,0.35,-48.46,7937,0.5,-48.46,4292380,0.69,684.45,14277,0.97,684.45,1652072,0.24,-32.15,5495,0.34,-32.15,1475290,0.22,-57.47,4907,0.32,-57.47,2704948,0.4,56.58,8997,0.58,56.58,4018789,0.62,0.05,13367,0.9,0.05,2861887,0.43,253.47,9519,0.64,253.47
34,PRISMA CAPS ENTER 40MG 14,,2018-05-01 00:00:00,300.65,60216587,100,61.18,200288,100,61.18,37359372,100,11.47,124262,100,11.47,33513755,100,51.04,111471,100,51.04,22187969,100,106.69,73800,100,106.69,10735009,100,35706,100,5110749,100,112.94,16999,100,112.94,5826597,100,65.78,19380,100,65.78,5448981,100,-3.07,18124,100,-3.07,4696153,100,79.13,15620,100,79.13,4740950,100,24.44,15769,100,24.44,5278813,100,121.22,17558,100,121.22,3840503,100,-10.53,12774,100,-10.53,6060202,100,266.82,20157,100,266.82,2553120,100,73.06,8492,100,73.06,7719489,100,185.38,25676,100,185.38,3674845,100,-8.56,12223,100,-8.56,5266185,100,84.01,17516,100,84.01,2400089,100,38.33,7983,100,38.33,3514599,100,71.68,11690,100,71.68,5621554,100,95.3,18698,100,95.3,2621668,100,-37.94,8720,100,-37.94,3809837,100,-23.71,12672,100,-23.71,2386259,100,-48.46,7937,100,-48.46,4292380,100,684.45,14277,100,684.45,1652072,100,-32.15,5495,100,-32.15,1475290,100,-57.47,4907,100,-57.47,2704948,100,56.58,8997,100,56.58,4018789,100,0.05,13367,100,0.05,2861887,100,253.47,9519,100,253.47
35,MOZOLE             ISL,ISLAM PHARMA,2018-04-01 00:00:00,,57914322,0.63,89.25,211892,1.05,89.25,30602275,0.38,45.14,111965,0.6,45.14,21085271,0.32,-22.49,77145,0.47,-22.49,27203539,0.5,-5.74,99530,0.59,-5.74,28860132,0.6,105591,0.65,5079106,0.65,119.61,18583,1.11,119.61,2571668,0.33,2.55,9409,0.56,2.55,3088516,0.4,131.51,11300,0.67,131.51,7022957,0.85,500.21,25695,1.41,500.21,7831438,1,158.6,28653,1.64,158.6,7164264,0.87,31.61,26212,1.45,31.61,5820623,0.8,-38.68,21296,1.29,-38.68,4384599,0.58,203.77,16042,0.97,203.77,6718752,0.91,269.54,24582,1.52,269.54,1966264,0.25,106.9,7194,0.42,106.9,4728983,0.68,455.44,17302,1.11,455.44,1537152,0.22,515.99,5624,0.36,515.99,2312834,0.35,210.08,8462,0.56,210.08,2507711,0.39,821.18,9175,0.61,821.18,1334075,0.18,78.2,4881,0.3,78.2,1170083,0.16,-5.97,4281,0.26,-5.97,3028386,0.42,390.7,11080,0.66,390.7,5443714,0.8,548.34,19917,1.25,548.34,9492677,1.53,148.08,34731,2.37,148.08,1443403,0.21,-34.83,5281,0.33,-34.83,1818125,0.28,40.55,6652,0.43,40.55,950334,0.14,-75.22,3477,0.22,-75.22,851392,0.13,-82.71,3115,0.21,-82.71,249541,0.04,-52.12,913,0.06,-52.12
36,MOZOLE CAPS ENTER 40MG 14,,2018-04-01 00:00:00,273.32,57914322,100,89.25,211892,100,89.25,30602275,100,45.14,111965,100,45.14,21085271,100,-22.49,77145,100,-22.49,27203539,100,-5.74,99530,100,-5.74,28860132,100,105591,100,5079106,100,119.61,18583,100,119.61,2571668,100,2.55,9409,100,2.55,3088516,100,131.51,11300,100,131.51,7022957,100,500.21,25695,100,500.21,7831438,100,158.6,28653,100,158.6,7164264,100,31.61,26212,100,31.61,5820623,100,-38.68,21296,100,-38.68,4384599,100,203.77,16042,100,203.77,6718752,100,269.54,24582,100,269.54,1966264,100,106.9,7194,100,106.9,4728983,100,455.44,17302,100,455.44,1537152,100,515.99,5624,100,515.99,2312834,100,210.08,8462,100,210.08,2507711,100,821.18,9175,100,821.18,1334075,100,78.2,4881,100,78.2,1170083,100,-5.97,4281,100,-5.97,3028386,100,390.7,11080,100,390.7,5443714,100,548.34,19917,100,548.34,9492677,100,148.08,34731,100,148.08,1443403,100,-34.83,5281,100,-34.83,1818125,100,40.55,6652,100,40.55,950334,100,-75.22,3477,100,-75.22,851392,100,-82.71,3115,100,-82.71,249541,100,-52.12,913,100,-52.12
37,OMSTA              HIG,HIGHNOON,2019-12-01 00:00:00,,57409498,0.63,91.46,222130,1.1,91.46,29985110,0.37,34.39,116019,0.62,32.85,22311472,0.34,46.49,87332,0.53,21.85,15230515,0.28,-50.36,71673,0.42,-50.36,30683089,0.64,144391,0.89,4543034,0.58,61.89,17578,1.05,61.89,4767627,0.62,53.33,18447,1.09,53.33,5024526,0.66,50.37,19441,1.15,50.37,5803236,0.71,198.59,22454,1.24,198.59,5839161,0.74,112.82,22593,1.3,112.82,5148582,0.63,121.86,19921,1.1,121.86,4730927,0.65,57.52,18305,1.11,57.52,5078801,0.68,98.88,19651,1.19,98.88,4726017,0.64,191.92,18286,1.13,191.92,4157944,0.53,50.68,16088,0.93,50.68,4007009,0.57,75.03,15504,1,75.03,3582634,0.51,139.62,13862,0.89,139.62,2806250,0.42,40.07,10858,0.72,40.07,3109412,0.48,20.27,12031,0.8,20.27,3341500,0.45,34.03,12929,0.78,34.03,1943544,0.26,-21.94,7520,0.46,-21.94,2743705,0.38,30.03,10616,0.64,30.03,2320623,0.34,2.89,8979,0.57,2.89,3003447,0.48,97.43,11621,0.79,97.43,2553744,0.37,50.76,9881,0.62,50.76,1618931,0.25,8.98,6264,0.4,8.98,2759471,0.41,68.03,10677,0.69,56.95,2289350,0.35,78.3,8858,0.59,66.54,1495133,0.23,99.99,5785,0.39,86.79
38,OMSTA CAPS ENTER 40MG 14,,2019-12-01 00:00:00,258.45,57409498,100,91.46,222130,100,91.46,29985110,100,34.39,116019,100,32.85,22311472,100,46.49,87332,100,21.85,15230515,100,-50.36,71673,100,-50.36,30683089,100,144391,100,4543034,100,61.89,17578,100,61.89,4767627,100,53.33,18447,100,53.33,5024526,100,50.37,19441,100,50.37,5803236,100,198.59,22454,100,198.59,5839161,100,112.82,22593,100,112.82,5148582,100,121.86,19921,100,121.86,4730927,100,57.52,18305,100,57.52,5078801,100,98.88,19651,100,98.88,4726017,100,191.92,18286,100,191.92,4157944,100,50.68,16088,100,50.68,4007009,100,75.03,15504,100,75.03,3582634,100,139.62,13862,100,139.62,2806250,100,40.07,10858,100,40.07,3109412,100,20.27,12031,100,20.27,3341500,100,34.03,12929,100,34.03,1943544,100,-21.94,7520,100,-21.94,2743705,100,30.03,10616,100,30.03,2320623,100,2.89,8979,100,2.89,3003447,100,97.43,11621,100,97.43,2553744,100,50.76,9881,100,50.76,1618931,100,8.98,6264,100,8.98,2759471,100,68.03,10677,100,56.95,2289350,100,78.3,8858,100,66.54,1495133,100,99.99,5785,100,86.79
39,ORAY               WMT,WIMITS PHARMA,2018-07-01 00:00:00,,52469867,0.57,13.11,246917,1.22,13.11,46388540,0.57,0.95,218299,1.17,5.58,45950323,0.7,2.05,206755,1.26,3.43,45027704,0.83,189.98,199901,1.18,189.98,15528059,0.32,68937,0.42,4922350,0.63,0.38,23164,1.38,0.38,3956963,0.51,-21.2,18621,1.1,-21.2,4485875,0.59,19.64,21110,1.25,19.64,5245988,0.64,-2.09,24687,1.36,-2.09,5191163,0.66,-12.41,24429,1.4,-12.41,4300788,0.52,81.55,20239,1.12,81.55,2682175,0.37,41.79,12622,0.76,41.79,4103588,0.55,-38.1,19311,1.17,-38.1,3714713,0.5,-55.42,17481,1.08,-55.42,3829038,0.48,999,18019,1.05,999,3830313,0.55,465.93,18025,1.16,465.93,6206913,0.88,420.01,29209,1.88,420.01,4903650,0.74,153.92,23076,1.54,153.92,5021375,0.77,51.4,23630,1.57,51.4,3749350,0.5,-26.57,17644,1.07,-26.57,5357975,0.72,154.92,25214,1.55,170.22,5926625,0.82,-28.36,27890,1.67,-24.06,2368950,0.35,-45.24,11148,0.7,-41.96,1891675,0.3,-31.56,8902,0.61,-27.45,6629788,0.96,7.69,31199,1.96,14.15,8331913,1.27,174.24,39209,2.53,190.7,336813,0.05,-88.88,1585,0.1,-88.22,676813,0.1,-75.9,3185,0.21,-74.45,1193613,0.18,-61.49,5617,0.38,-59.18
40,ORAY CAPS ENTER 40MG 14,,2018-07-01 00:00:00,212.5,52469867,100,13.11,246917,100,13.11,46388540,100,0.95,218299,100,5.58,45950323,100,2.05,206755,100,3.43,45027704,100,189.98,199901,100,189.98,15528059,100,68937,100,4922350,100,0.38,23164,100,0.38,3956963,100,-21.2,18621,100,-21.2,4485875,100,19.64,21110,100,19.64,5245988,100,-2.09,24687,100,-2.09,5191163,100,-12.41,24429,100,-12.41,4300788,100,81.55,20239,100,81.55,2682175,100,41.79,12622,100,41.79,4103588,100,-38.1,19311,100,-38.1,3714713,100,-55.42,17481,100,-55.42,3829038,100,999,18019,100,999,3830313,100,465.93,18025,100,465.93,6206913,100,420.01,29209,100,420.01,4903650,100,153.92,23076,100,153.92,5021375,100,51.4,23630,100,51.4,3749350,100,-26.57,17644,100,-26.57,5357975,100,154.92,25214,100,170.22,5926625,100,-28.36,27890,100,-24.06,2368950,100,-45.24,11148,100,-41.96,1891675,100,-31.56,8902,100,-27.45,6629788,100,7.69,31199,100,14.15,8331913,100,174.24,39209,100,190.7,336813,100,-88.88,1585,100,-88.22,676813,100,-75.9,3185,100,-74.45,1193613,100,-61.49,5617,100,-59.18
41,NORAN              AK/,AKSON PHARMA,2003-07-01 00:00:00,,45029435,0.49,6.6,818717,4.05,6.6,42241430,0.52,14.7,768026,4.11,14.7,36829045,0.56,60.79,669619,4.08,60.79,22904640,0.42,42.21,416448,2.46,42.21,16106310,0.33,292842,1.8,3869140,0.5,9.87,70348,4.2,9.87,3612895,0.47,-2.7,65689,3.89,-2.7,3221460,0.42,-6.13,58572,3.46,-6.13,3017025,0.37,-4.95,54855,3.02,-4.95,4097060,0.52,38,74492,4.27,38,3576320,0.44,26.96,65024,3.59,26.96,3769150,0.52,-8.36,68530,4.14,-8.36,3375295,0.45,-12.99,61369,3.7,-12.99,3695010,0.5,0.97,67182,4.14,0.97,4401540,0.56,24.87,80028,4.64,24.87,4166250,0.6,4.15,75750,4.86,4.15,4228290,0.6,22.99,76878,4.96,22.99,3521540,0.53,8.46,64028,4.27,8.46,3712995,0.57,51.86,67509,4.49,51.86,3431725,0.46,26.51,62395,3.78,26.51,3174270,0.43,-22.32,57714,3.54,-22.32,2968900,0.41,-20.38,53980,3.24,-20.38,2816990,0.42,26.71,51218,3.22,26.71,4113120,0.66,2.59,74784,5.1,2.59,3879205,0.56,17.17,70531,4.43,17.17,3659370,0.56,14.75,66534,4.29,14.75,3525005,0.53,7.3,64091,4.13,7.3,4000260,0.62,79.44,72732,4.87,79.44,3438050,0.52,45.54,62510,4.21,45.54
42,NORAN CAPS ENTER 40MG 10,,2019-05-01 00:00:00,55.0,45029435,100,6.6,818717,100,6.6,42241430,100,14.7,768026,100,14.7,36829045,100,60.79,669619,100,60.79,22904640,100,42.21,416448,100,42.21,16106310,100,292842,100,3869140,100,9.87,70348,100,9.87,3612895,100,-2.7,65689,100,-2.7,3221460,100,-6.13,58572,100,-6.13,3017025,100,-4.95,54855,100,-4.95,4097060,100,38,74492,100,38,3576320,100,26.96,65024,100,26.96,3769150,100,-8.36,68530,100,-8.36,3375295,100,-12.99,61369,100,-12.99,3695010,100,0.97,67182,100,0.97,4401540,100,24.87,80028,100,24.87,4166250,100,4.15,75750,100,4.15,4228290,100,22.99,76878,100,22.99,3521540,100,8.46,64028,100,8.46,3712995,100,51.86,67509,100,51.86,3431725,100,26.51,62395,100,26.51,3174270,100,-22.32,57714,100,-22.32,2968900,100,-20.38,53980,100,-20.38,2816990,100,26.71,51218,100,26.71,4113120,100,2.59,74784,100,2.59,3879205,100,17.17,70531,100,17.17,3659370,100,14.75,66534,100,14.75,3525005,100,7.3,64091,100,7.3,4000260,100,79.44,72732,100,79.44,3438050,100,45.54,62510,100,45.54
43,MEP                GX4,GENIX PHARMA,2011-01-01 00:00:00,,39515672,0.43,18.66,109516,0.54,13.1,33302942,0.41,1.58,96833,0.52,-10.87,32783931,0.5,21.28,108646,0.66,9.05,27031967,0.5,6.33,99632,0.59,1.88,25423307,0.53,97797,0.6,3480128,0.45,35.49,9365,0.56,30.16,3462290,0.45,32.09,9317,0.55,26.9,3701236,0.48,27.48,9960,0.59,22.46,3789555,0.46,17.31,10615,0.58,17.31,3789198,0.48,17.99,10614,0.61,17.99,3931998,0.48,33.31,11014,0.61,33.31,3581424,0.49,22.49,10032,0.61,22.49,3283686,0.44,3.9,9198,0.56,3.9,2678928,0.36,-4.9,7504,0.46,-4.9,2352987,0.3,-3.61,6591,0.38,-18.53,2670003,0.38,20.26,7479,0.48,1.64,2794239,0.4,23.9,7827,0.5,4.72,2568615,0.39,9.06,7195,0.48,-7.82,2621094,0.4,6.07,7342,0.49,-10.34,2903481,0.39,7.88,8133,0.49,-8.81,3230493,0.44,11.1,9049,0.56,-6.09,3211572,0.45,5.84,8996,0.54,-10.54,2949534,0.44,-0.29,8262,0.52,-15.72,2923830,0.47,14.1,8190,0.56,-3.56,3160521,0.46,5.5,8853,0.56,-10.83,2817087,0.43,5.55,7891,0.51,-10.79,2441158,0.37,-22.96,8090,0.52,-22.96,2220277,0.34,-15.67,7358,0.49,-15.67,2255280,0.34,-3.52,7474,0.5,-3.52
44,MEP CAPS ENTER 40MG 14,,2011-01-01 00:00:00,371.61,39515672,100,18.66,109516,100,13.1,33302942,100,1.58,96833,100,-10.87,32783931,100,21.28,108646,100,9.05,27031967,100,6.33,99632,100,1.88,25423307,100,97797,100,3480128,100,35.49,9365,100,30.16,3462290,100,32.09,9317,100,26.9,3701236,100,27.48,9960,100,22.46,3789555,100,17.31,10615,100,17.31,3789198,100,17.99,10614,100,17.99,3931998,100,33.31,11014,100,33.31,3581424,100,22.49,10032,100,22.49,3283686,100,3.9,9198,100,3.9,2678928,100,-4.9,7504,100,-4.9,2352987,100,-3.61,6591,100,-18.53,2670003,100,20.26,7479,100,1.64,2794239,100,23.9,7827,100,4.72,2568615,100,9.06,7195,100,-7.82,2621094,100,6.07,7342,100,-10.34,2903481,100,7.88,8133,100,-8.81,3230493,100,11.1,9049,100,-6.09,3211572,100,5.84,8996,100,-10.54,2949534,100,-0.29,8262,100,-15.72,2923830,100,14.1,8190,100,-3.56,3160521,100,5.5,8853,100,-10.83,2817087,100,5.55,7891,100,-10.79,2441158,100,-22.96,8090,100,-22.96,2220277,100,-15.67,7358,100,-15.67,2255280,100,-3.52,7474,100,-3.52
45,PERL               STY,STANLEY PHARMA,2005-09-01 00:00:00,,38255049,0.42,16.51,321471,1.59,16.51,32833766,0.4,94.6,275914,1.48,88.53,16872211,0.26,810.57,146348,0.89,705.61,1852932,0.03,999,18166,0.11,999,0,0,0,0,3587969,0.46,20.28,30151,1.8,20.28,3521329,0.45,64.29,29591,1.75,64.29,3968293,0.52,29.04,33347,1.97,29.04,4254488,0.52,34.96,35752,1.97,34.96,3764089,0.48,18.61,31631,1.81,18.61,3576664,0.44,19.9,30056,1.66,19.9,3044258,0.42,10.03,25582,1.55,10.03,2666314,0.35,-6.58,22406,1.35,-6.58,2746639,0.37,7.73,23081,1.42,7.73,2592296,0.33,-3.64,21784,1.26,-3.64,2175201,0.31,-9.34,18279,1.17,-9.34,2357509,0.34,14.24,19811,1.28,14.24,2982973,0.45,64.12,25067,1.67,64.12,2143309,0.33,31.49,18011,1.2,31.49,3075317,0.41,89.22,25843,1.57,89.22,3152310,0.43,87.04,26490,1.63,87.04,3173373,0.44,83.86,26667,1.6,83.86,2982973,0.44,69.55,25067,1.58,69.55,2766631,0.44,326.51,23249,1.59,326.51,2853977,0.41,82.34,23983,1.51,82.34,2549575,0.39,120.65,21425,1.38,120.65,2690352,0.4,122.06,22608,1.46,90.34,2399397,0.37,128.36,20163,1.35,95.74,2063579,0.31,106.99,17341,1.17,77.42
46,PERL CAPS ENTER 40MG 14 DS,,2022-10-01 00:00:00,119.0,38255049,100,16.51,321471,100,16.51,32833766,100,94.6,275914,100,88.53,16872211,100,810.57,146348,100,705.61,1852932,100,999,18166,100,999,0,0,0,0,3587969,100,20.28,30151,100,20.28,3521329,100,64.29,29591,100,64.29,3968293,100,29.04,33347,100,29.04,4254488,100,34.96,35752,100,34.96,3764089,100,18.61,31631,100,18.61,3576664,100,19.9,30056,100,19.9,3044258,100,10.03,25582,100,10.03,2666314,100,-6.58,22406,100,-6.58,2746639,100,7.73,23081,100,7.73,2592296,100,-3.64,21784,100,-3.64,2175201,100,-9.34,18279,100,-9.34,2357509,100,14.24,19811,100,14.24,2982973,100,64.12,25067,100,64.12,2143309,100,31.49,18011,100,31.49,3075317,100,89.22,25843,100,89.22,3152310,100,87.04,26490,100,87.04,3173373,100,83.86,26667,100,83.86,2982973,100,69.55,25067,100,69.55,2766631,100,326.51,23249,100,326.51,2853977,100,82.34,23983,100,82.34,2549575,100,120.65,21425,100,120.65,2690352,100,122.06,22608,100,90.34,2399397,100,128.36,20163,100,95.74,2063579,100,106.99,17341,100,77.42
47,EPRA               GY4,GRAYS PHARMA,2005-05-01 00:00:00,,30874068,0.34,50.99,126559,0.63,50.99,20447891,0.25,11.6,83820,0.45,11.6,18321867,0.28,-3.59,75105,0.46,-3.59,19004192,0.35,-22.34,77902,0.46,-22.34,24471602,0.51,100314,0.62,2383879,0.31,-9.77,9772,0.58,-9.77,6169983,0.8,979.93,25292,1.5,979.93,2383879,0.31,-58.78,9772,0.58,-58.78,5188573,0.63,282.4,21269,1.17,282.4,70014,0.01,-80.4,287,0.02,-80.4,2524151,0.31,60.67,10347,0.57,60.67,3645833,0.5,999,14945,0.9,999,0,0,-100,0,0,-100,1612510,0.22,-57.8,6610,0.41,-57.8,2044057,0.26,140.98,8379,0.49,140.98,3570208,0.51,362.84,14635,0.94,362.84,1280981,0.18,-29.19,5251,0.34,-29.19,2641979,0.4,119.05,10830,0.72,119.05,571331,0.09,-52.63,2342,0.16,-52.63,5783811,0.78,119.79,23709,1.44,119.79,1356850,0.18,-63.06,5562,0.34,-63.06,357143,0.05,-88.37,1464,0.09,-88.37,1571038,0.23,-7.55,6440,0.41,-7.55,152713,0.02,-80.1,626,0.04,-80.1,763564,0.11,329.94,3130,0.2,329.95,3820745,0.58,999,15662,1.01,999,848214,0.13,-18.57,3477,0.22,-18.57,771370,0.12,-64.82,3162,0.21,-64.82,1809133,0.27,175.59,7416,0.5,175.59
